,v001,v002,response,v4,v5,v14,v29,v120,v123,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v172.1
344,14.0,27.0,0,,,,8.0,,,808297200.0,8011.0,1500467007.0,0.0,1500467007.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
345,14.0,21.0,1,400.0,1.0,410.3,1.0,1.0,1.0,893793600.0,7021.0,1499171086.0,14.0,1499171086.0,Verified,496 Moderate,496.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
346,15.0,22.0,1,1000.0,1.0,1000.0,1.0,,,927619200.0,6629.0,1498908041.0,17.0,1498908041.0,Verified,495 Moderate,495.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
347,16.0,27.0,0,,,,7.0,,,808297200.0,8011.0,1500477564.0,0.0,1500474880.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
348,16.0,23.0,0,1300.0,1.0,1310.7,10.0,,5.0,893793600.0,7022.0,1500540713.0,0.0,1500540713.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
349,16.0,29.0,1,700.0,2.0,775.0,2.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,16.0,24.0,0,4464.39,2.0,4479.99,7.0,,,808297200.0,8011.0,1500476213.0,0.0,1500476213.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
351,18.0,22.0,1,1300.0,2.0,1300.0,2.0,,,835430400.0,7697.0,1499327521.0,13.0,1499327521.0,Verified,496 Moderate,496.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
352,20.0,26.0,1,1000.0,1.0,1000.0,7.0,3.0,3.0,808297200.0,8011.0,1500489216.0,0.0,1500489216.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
353,21.0,24.0,0,,,,3.0,1.0,3.0,808297200.0,8012.0,1500542567.0,0.0,1500542566.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
354,9.0,25.0,0,,,,3.0,,,808297200.0,8012.0,1500536070.0,0.0,1500536070.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
355,10.0,26.0,0,,,,8.0,,,808297200.0,8012.0,1500539807.0,0.0,1500539806.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
356,11.0,23.0,1,1500.0,1.0,1500.0,14.0,1.0,1.0,945889200.0,6419.0,1500542609.0,0.0,1500542608.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
357,11.0,30.0,0,1000.0,1.0,1270.31,16.0,4.0,1.0,808297200.0,8012.0,1472129702.0,328.0,1472129702.0,Verified,223 Low,223.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
358,11.0,29.0,0,6000.0,1.0,6048.2,15.0,1.0,4.0,808297200.0,8012.0,1500545006.0,0.0,1500545006.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
359,12.0,28.0,1,,,,1.0,3.0,5.0,808297200.0,8012.0,1500563142.0,0.0,1500563142.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
360,20.0,41.0,0,1900.0,1.0,1902.19,1.0,1.0,4.0,991746000.0,5888.0,1500575498.0,0.0,1500575497.0,ValidDomain,500 Moderate,500.0,4.0,29.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
361,20.0,27.0,1,893.0,2.0,233.92,9.0,3.0,3.0,937206000.0,6521.0,1498138374.0,28.0,1498138373.0,Verified,492 Moderate,492.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
362,22.0,23.0,1,,,,5.0,,3.0,808297200.0,8013.0,1305010800.0,2263.0,1500295871.0,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
363,23.0,20.0,1,1000.0,1.0,1000.0,1.0,,,893793600.0,7023.0,1500616765.0,0.0,1500616765.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
364,7.0,31.0,1,2000.0,2.0,2284.25,3.0,5.0,,937206000.0,6521.0,1498125520.0,28.0,1498125519.0,Verified,492 Moderate,492.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
365,8.0,22.0,1,800.0,1.0,806.6,2.0,,,1282374000.0,2526.0,1498325496.0,26.0,1498325496.0,Verified,492 Moderate,492.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
366,8.0,20.0,0,,,,3.0,,,808297200.0,8013.0,1484461969.0,187.0,1500618767.0,Verified,247 Low,247.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
367,10.0,27.0,0,1799.5,2.0,1797.0,5.0,4.0,3.0,808297200.0,8013.0,1500626537.0,0.0,1500626537.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
368,10.0,33.0,0,3341.1,2.0,3356.6,9.0,3.0,3.0,835430400.0,7698.0,1500626764.0,0.0,1500626763.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
369,11.0,20.0,0,400.0,1.0,399.99,1.0,,,939326400.0,6496.0,1500629861.0,0.0,1500629860.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
370,11.0,25.0,1,250.0,1.0,399.49,1.0,6.0,,939326400.0,6496.0,1496735157.0,44.0,1496735157.0,Verified,488 Moderate,488.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
371,14.0,24.0,0,,,,4.0,,3.0,808297200.0,8013.0,1432450800.0,789.0,1500640290.0,Verified,145 Low,145.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
372,14.0,24.0,0,,,,2.0,,,893793600.0,7023.0,1500640731.0,0.0,1500640731.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
373,15.0,66.0,0,1000.0,1.0,1000.0,1.0,1.0,,893793600.0,7023.0,1499937660.0,7.0,1499937660.0,Verified,498 Moderate,498.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,college,U
374,15.0,28.0,1,1600.0,1.0,1600.0,1.0,,,893793600.0,7023.0,1500393195.0,2.0,1500393195.0,Verified,499 Moderate,499.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
375,15.0,20.0,0,,,,1.0,2.0,,893793600.0,7023.0,1500646719.0,0.0,1500646718.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
376,16.0,34.0,0,12360.33,2.0,11815.71,26.0,2.0,5.0,939326400.0,6496.0,1478095664.0,260.0,1478095664.0,Verified,285 Low,285.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
377,13.0,26.0,0,,,,28.0,,4.0,1042830000.0,5299.0,1500724520.0,0.0,1500724518.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
378,14.0,27.0,0,950.0,2.0,948.0,2.0,,,808297200.0,8017.0,1500976828.0,0.0,1500976827.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
379,15.0,26.0,0,,,,1.0,,3.0,893793600.0,7024.0,1500732051.0,0.0,1500732050.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
380,16.0,26.0,0,1500.0,1.0,1500.0,3.0,,,808297200.0,8014.0,1500736921.0,0.0,1500736921.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
381,20.0,21.0,0,250.0,1.0,250.0,5.0,,9.0,893793600.0,7024.0,1500748022.0,0.0,1500748021.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
382,21.0,56.0,1,,,,,,,893793600.0,7024.0,1500124078.0,6.0,1500124078.0,Verified,498 Moderate,498.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
383,15.0,30.0,1,1000.0,1.0,1200.0,14.0,12.0,7.0,893793600.0,7025.0,1328920387.0,1988.0,1495263266.0,Verified,092 Very Low,92.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
384,17.0,27.0,0,,,,5.0,3.0,2.0,835430400.0,7700.0,1495363952.0,62.0,1495363952.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
385,19.0,30.0,1,,,,,,,893793600.0,7026.0,1500873625.0,0.0,1500873624.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
386,19.0,29.0,1,2500.0,1.0,2500.0,1.0,,,893793600.0,7025.0,1498386579.0,27.0,1498386578.0,Verified,492 Moderate,492.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
387,19.0,35.0,0,,,,,,,893793600.0,7026.0,1500191622.0,7.0,1500191622.0,Verified,498 Moderate,498.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
388,19.0,24.0,0,1600.0,2.0,1600.0,3.0,1.0,,893793600.0,7025.0,1500022687.0,8.0,1500022686.0,Verified,497 Moderate,497.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
389,8.0,22.0,0,,,,1.0,1.0,,945889200.0,6423.0,1478588400.0,257.0,1486661465.0,Verified,285 Low,285.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
390,11.0,32.0,0,,,,22.0,2.0,,893793600.0,7026.0,1500900566.0,0.0,1500900566.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
391,11.0,34.0,0,,,,5.0,1.0,2.0,808297200.0,8018.0,1279522800.0,2564.0,1501059738.0,Verified,085 Very Low,85.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,Y
392,12.0,49.0,0,1200.0,1.0,600.0,8.0,3.0,3.0,808297200.0,8016.0,1500895774.0,0.0,1500895774.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
393,13.0,36.0,0,,,,1.0,,,893793600.0,7026.0,1500895616.0,0.0,1500895616.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
394,15.0,28.0,0,,,,3.0,,5.0,808297200.0,8016.0,1500904745.0,0.0,1500904745.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
395,22.0,33.0,0,2100.0,2.0,1506.2,40.0,1.0,,939326400.0,6500.0,1500972256.0,0.0,1500972255.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
396,12.0,34.0,1,2500.0,1.0,2482.5,1.0,4.0,,893793600.0,7030.0,1501246475.0,0.0,1501246474.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
397,15.0,24.0,0,,,,2.0,,,808297200.0,8017.0,1500989619.0,0.0,1500989619.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
398,17.0,27.0,0,,,,36.0,,,808297200.0,8017.0,1500999393.0,0.0,1500999393.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
399,18.0,33.0,0,,,,31.0,9.0,3.0,939326400.0,6500.0,1501000784.0,0.0,1501000784.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
400,20.0,57.0,0,,,,4.0,,,808297200.0,8017.0,1501010082.0,0.0,1501010081.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
401,22.0,26.0,1,1000.0,1.0,1000.0,1.0,1.0,,945889200.0,6425.0,1501045739.0,0.0,1501045739.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
402,10.0,51.0,0,5625.0,3.0,5667.73,26.0,2.0,2.0,893793600.0,7028.0,1342294800.0,1837.0,1486661133.0,Verified,094 Very Low,94.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,Y
403,10.0,26.0,0,500.0,2.0,300.0,3.0,2.0,,893793600.0,7028.0,1498925412.0,24.0,1498925412.0,Verified,493 Moderate,493.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
404,12.0,44.0,1,,,,,,,893793600.0,7028.0,1501082544.0,0.0,1501082544.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
405,13.0,24.0,0,,,,12.0,,,893793600.0,7028.0,1501068735.0,0.0,1501068735.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
406,13.0,38.0,0,,,,54.0,1.0,2.0,893793600.0,7028.0,1501069130.0,0.0,1501069130.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
407,19.0,39.0,0,,,,10.0,,,893793600.0,7028.0,1501091876.0,0.0,1501091876.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
408,20.0,41.0,0,2500.0,1.0,2500.0,1.0,1.0,,945889200.0,6425.0,1501095794.0,0.0,1501095794.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
409,0.0,33.0,1,2725.0,2.0,3206.56,5.0,5.0,13.0,,,1479798000.0,246.0,1492181066.0,Verified,287 Low,287.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
410,11.0,58.0,0,2000.0,1.0,2000.0,13.0,,,927619200.0,6637.0,1465887600.0,407.0,1472702265.0,Verified,209 Low,209.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
411,11.0,25.0,0,2700.0,2.0,2716.4,7.0,3.0,,1042830000.0,5304.0,1501149654.0,0.0,1501149654.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
412,16.0,47.0,0,,,,22.0,1.0,2.0,808297200.0,8020.0,1501233741.0,0.0,1501233741.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
413,18.0,35.0,0,5000.0,1.0,5039.5,74.0,9.0,3.0,893793600.0,7029.0,1303512480.0,2287.0,1480276536.0,Verified,088 Very Low,88.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
414,19.0,41.0,0,7600.0,2.0,7962.59,22.0,3.0,1.0,939326400.0,6502.0,1501175632.0,0.0,1501175630.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
415,19.0,26.0,0,,,,30.0,2.0,,808297200.0,8019.0,1501177557.0,0.0,1501177557.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
416,11.0,40.0,0,,,,5.0,2.0,1.0,945889200.0,6427.0,1501247370.0,0.0,1501247370.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
417,13.0,22.0,0,1806.02,3.0,1822.59,11.0,1.0,1.0,808297200.0,8020.0,1501243113.0,0.0,1501243113.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
418,13.0,74.0,0,,,,1.0,,,939326400.0,6503.0,1501244056.0,0.0,1501229570.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
