"key1";"v171";"v172";"v173";"v174";"v175";"v176";"v177";"v178";"v179";"v180";"v181";"v182";"v183";"v184";"v185";"v186";"v187";"v188";"v189";"v190";"v191";"v192";"v193";"v194";"v195";"v196";"v197";"v198";"v199";"v200";"v201";"v202";"v203";"v204";"v171";"v172"
114;NA;NA;1995-08-13 07:00:00;7983;2017-06-21 16:20:41;0;2017-06-21 16:20:39;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
70;NA;NA;1999-10-07 20:00:00;6466;2017-05-29 15:55:28;22;2017-06-14 10:40:05;"Verified";"494 Moderate";494;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
59;NA;NA;1999-12-22 19:00:00;6390;2016-12-25 16:51:25;177;2016-12-25 16:51:25;"Verified";"452 Moderate";452;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
82;NA;NA;1995-08-13 07:00:00;7983;2015-04-08 16:57:14;804;2017-03-13 09:34:59;"Verified";"144 Low";144;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"Y"
4175;NA;NA;NA;NA;2017-07-04 18:53:34;0;2017-07-04 18:53:33;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
4335;NA;NA;1999-10-07 20:00:00;6480;2017-07-05 12:06:51;0;2017-07-05 12:06:51;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
232;NA;NA;1996-06-22 08:00:00;7668;2017-06-21 16:20:48;0;2017-06-21 16:20:48;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
171;NA;NA;1995-08-13 07:00:00;7983;2017-06-07 13:03:54;13;2017-06-07 13:03:54;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
73;NA;NA;1999-10-07 20:00:00;6466;2016-10-08 05:56:19;256;2016-10-08 05:56:20;"Verified";"285 Low";285;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
42;NA;NA;1996-06-22 08:00:00;7668;2017-06-21 16:20:56;0;2017-06-21 16:20:54;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
160;NA;NA;1999-10-07 20:00:00;6466;2014-07-31 17:31:17;1055;2014-07-31 17:31:17;"Verified";"157 Low";157;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,13;"U"
227;NA;NA;1995-08-13 07:00:00;7983;2016-12-15 17:12:04;187;2017-06-07 15:47:33;"Verified";"247 Low";247;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
100;NA;NA;1999-05-25 08:00:00;6601;2011-04-03 07:00:00;2271;2017-06-21 16:21:04;"Verified";"089 Very Low";89;2;14;3;"Lower Fraud Risk";1;"Fraud Score 1 to 100";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
86;NA;NA;1999-12-22 19:00:00;6390;2017-06-21 16:21:06;0;2017-06-21 16:21:06;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
60;NA;NA;1999-12-22 19:00:00;6390;2016-11-01 07:00:00;232;2017-02-09 17:26:47;"Verified";"290 Low";290;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
43;NA;NA;1998-04-28 20:00:00;6993;2017-05-18 19:47:19;33;2017-05-18 19:47:20;"Verified";"491 Moderate";491;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,27;"U"
204;NA;NA;1998-04-28 20:00:00;6993;2017-06-21 16:21:13;0;2017-06-21 16:21:13;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
97;NA;NA;1995-08-13 07:00:00;7983;2012-03-28 07:00:00;1911;2016-12-08 18:58:13;"Verified";"093 Very Low";93;2;14;3;"Lower Fraud Risk";1;"Fraud Score 1 to 100";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
438;NA;NA;1996-06-22 08:00:00;7668;2017-06-21 16:21:18;0;2017-06-21 16:21:17;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
126;NA;NA;NA;NA;2017-06-21 16:38:06;0;2017-06-21 16:38:04;"ValidDomain";"500 Moderate";500;4;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Not Sure";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
75;NA;NA;NA;NA;2016-08-22 11:17:06;302;2017-04-05 07:03:35;"Verified";"277 Low";277;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
164;NA;NA;1995-08-13 07:00:00;7983;2016-10-14 06:21:34;250;2017-02-07 13:23:19;"Verified";"236 Low";236;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;8;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"Y"
4219;NA;NA;2003-01-17 19:00:00;5282;2017-07-05 04:49:20;0;2017-07-05 04:49:19;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,11;"U"
4203;NA;NA;1998-04-28 20:00:00;7007;2017-02-07 12:38:47;147;2017-02-07 12:38:47;"Verified";"460 Moderate";460;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
65;NA;NA;1998-04-28 20:00:00;6993;2017-06-21 16:44:50;0;2017-06-21 16:44:50;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
259;NA;NA;1999-10-07 20:00:00;6466;2017-06-21 16:46:23;0;2017-06-21 16:46:22;"ValidDomain";"500 Moderate";500;4;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Not Sure";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
159;NA;NA;1995-08-13 07:00:00;7983;2017-05-10 13:26:48;41;2017-05-10 13:26:50;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
98;NA;NA;2003-01-17 19:00:00;5268;2016-10-17 11:42:08;246;2017-05-24 13:50:15;"Verified";"287 Low";287;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
163;NA;NA;1996-06-22 08:00:00;7668;2017-06-21 17:38:40;0;2017-06-21 17:38:40;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
266;NA;NA;1998-04-28 20:00:00;6993;2017-06-21 17:39:55;0;2017-06-21 17:39:55;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
237;NA;NA;1999-12-22 19:00:00;6390;2017-04-19 13:24:49;62;2017-04-19 13:24:49;"Verified";"483 Moderate";483;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
437;NA;NA;1998-04-28 20:00:00;6993;2017-02-19 06:54:57;122;2017-05-11 11:07:26;"Verified";"467 Moderate";467;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
386;NA;NA;1999-10-07 20:00:00;6466;2016-11-06 07:00:00;227;2017-03-07 16:59:17;"Verified";"290 Low";290;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
406;NA;NA;1998-04-28 20:00:00;6993;2016-09-16 13:45:56;277;2017-03-24 07:48:34;"Verified";"282 Low";282;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
425;NA;NA;1996-06-22 08:00:00;7668;2016-11-20 07:00:00;213;2017-06-11 05:13:54;"Verified";"293 Low";293;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
408;NA;NA;1999-12-22 19:00:00;6390;2017-06-21 22:38:19;0;2017-06-21 22:38:18;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
293;NA;NA;1998-04-28 20:00:00;6993;2017-01-31 09:08:58;140;2017-05-25 12:53:07;"Verified";"462 Moderate";462;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
445;NA;NA;NA;NA;2017-06-06 07:39:02;14;2017-06-06 07:39:03;"ValidDomain";"500 Moderate";500;4;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Not Sure";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
434;NA;NA;1998-04-28 20:00:00;6993;2016-09-19 12:33:35;274;2017-04-20 07:29:30;"Verified";"282 Low";282;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
368;NA;NA;1999-10-07 20:00:00;6466;2017-06-21 23:49:43;0;2017-06-21 23:49:42;"ValidDomain";"500 Moderate";500;4;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Not Sure";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
275;NA;NA;1999-05-25 08:00:00;6601;2011-08-01 07:00:00;2151;2017-06-21 23:50:37;"ValidDomain";"090 Very Low";90;4;14;3;"Lower Fraud Risk";1;"Fraud Score 1 to 100";NA;NA;NA;NA;1;1;"Not Sure";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"college";0,12;"U"
3936;NA;NA;1998-04-28 20:00:00;7007;2016-11-04 08:33:10;242;2017-01-04 08:41:07;"Verified";"288 Low";288;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
3956;NA;NA;1998-04-28 20:00:00;7007;2017-07-05 04:49:56;0;2017-07-05 04:49:56;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"college";0,1;"U"
265;NA;NA;2003-01-17 19:00:00;5268;2017-06-21 23:51:35;0;2017-06-21 23:51:35;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
178;NA;NA;1998-04-28 20:00:00;6993;2017-06-21 23:52:27;0;2017-06-21 23:52:27;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
135;NA;NA;1998-04-28 20:00:00;6993;2016-12-30 10:56:53;172;2017-03-06 13:46:51;"Verified";"453 Moderate";453;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
62;NA;NA;2003-12-30 16:33:25;4921;2017-06-21 23:53:55;0;2017-06-21 23:53:54;"ValidDomain";"500 Moderate";500;4;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Not Sure";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
33;NA;NA;1999-05-25 08:00:00;6601;2017-06-21 23:54:50;0;2017-06-21 23:54:50;"ValidDomain";"500 Moderate";500;4;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Not Sure";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
21;NA;NA;1999-10-07 20:00:00;6466;2016-11-21 14:41:00;211;2017-06-06 07:29:37;"Verified";"293 Low";293;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,12;"U"
183;NA;NA;1998-04-28 20:00:00;6994;2016-08-31 13:34:05;294;2017-01-30 13:43:32;"Verified";"279 Low";279;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"N"
339;NA;NA;1999-05-25 08:00:00;6602;2010-06-04 11:13:03;2574;2017-06-15 19:30:39;"Verified";"085 Very Low";85;2;14;3;"Lower Fraud Risk";1;"Fraud Score 1 to 100";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"N"
412;NA;NA;1999-12-22 19:00:00;6391;2017-06-22 09:53:30;0;2017-06-22 09:53:29;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
398;NA;NA;1998-04-28 20:00:00;6994;2016-10-21 12:06:35;243;2017-04-13 17:13:43;"Verified";"288 Low";288;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
3960;NA;NA;1998-04-28 20:00:00;7007;2015-10-09 07:00:00;634;2016-08-11 07:16:10;"Verified";"169 Low";169;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
341;NA;NA;1999-12-22 19:00:00;6391;2015-11-02 07:00:00;598;2016-08-11 07:33:41;"Verified";"175 Low";175;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
310;NA;NA;1998-04-28 20:00:00;6994;2017-06-22 09:54:06;0;2017-06-22 09:54:05;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
392;NA;NA;1999-10-07 20:00:00;6467;2015-11-23 07:00:00;577;2016-08-11 07:47:19;"Verified";"229 Low";229;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
123;NA;NA;1999-05-25 08:00:00;6602;2017-04-12 08:31:46;70;2017-06-22 09:15:35;"Verified";"481 Moderate";481;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,12;"U"
432;NA;NA;1995-08-13 07:00:00;7984;2016-12-19 13:49:14;184;2016-12-19 13:49:14;"Verified";"248 Low";248;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
366;NA;NA;2003-01-17 19:00:00;5269;2016-11-10 07:00:00;224;2017-04-09 13:34:44;"ValidDomain";"291 Low";291;4;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Not Sure";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
4056;NA;NA;1998-04-28 20:00:00;7007;2017-07-05 04:50:04;0;2017-07-05 04:50:04;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
270;NA;NA;1999-12-22 19:00:00;6391;2017-06-22 09:54:32;0;2017-06-22 09:54:31;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
257;NA;NA;1998-04-28 20:00:00;6994;2017-06-21 11:59:09;0;2017-06-21 11:59:09;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
376;NA;NA;1995-08-13 07:00:00;7984;2017-05-27 08:09:03;25;2017-05-27 08:09:03;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
433;NA;NA;1998-04-28 20:00:00;6994;2017-04-22 06:03:48;61;2017-04-22 06:03:48;"Verified";"483 Moderate";483;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
395;NA;NA;1998-04-28 20:00:00;6994;2016-12-07 08:47:55;196;2017-01-30 15:13:32;"Verified";"296 Low";296;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
74;NA;NA;1999-09-13 07:00:00;6492;2017-06-22 10:13:55;0;2017-06-22 10:13:55;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
221;NA;NA;1994-08-18 07:00:00;8344;2017-06-22 11:03:34;0;2017-06-22 11:03:32;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
224;NA;NA;1996-06-22 08:00:00;7669;2017-05-29 14:55:26;23;2017-05-29 14:55:27;"Verified";"493 Moderate";493;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
4198;NA;NA;1996-06-22 08:00:00;7682;2016-08-31 14:00:11;307;2017-05-11 05:17:02;"Verified";"276 Low";276;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
4364;NA;NA;1999-10-07 20:00:00;6480;2015-04-08 16:06:27;818;2015-04-08 16:06:28;"Verified";"188 Low";188;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
314;NA;NA;1998-04-28 20:00:00;6994;2017-06-22 11:03:37;0;2017-06-22 11:03:37;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
413;NA;NA;1998-04-28 20:00:00;6994;2017-06-22 11:03:46;0;2017-06-22 11:03:46;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"cellular";0,1;"U"
66;NA;NA;1998-04-28 20:00:00;6994;2017-06-22 10:21:24;0;2017-06-22 10:21:25;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"residential";0,1;"U"
