,v001,v002,response,v4,v5,v9,v12,v14,v23,v24,v25,v27,v28,v29,v32,v33,v34,v36,v37,v105,v106,v109,v112,v113,v116,v117,v119,v120,v122,v123,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v171.1,v172.1
285,16,27,0,,,,,,1200,,,,3300,3.0,1.0,,,,2.0,3.0,,,2.0,,,,,,,2.0,1998-04-28 20:00:00,7014.0,2017-07-12 14:37:05,0.0,2017-07-12 14:37:04,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,11",U
286,18,35,1,4500,3.0,2.0,,4626,,7500,,,4000,8.0,,4.0,,,4.0,,,,,,,,,4.0,6.0,3.0,1999-12-22 19:00:00,6412.0,2017-06-20 10:07:17,22.0,2017-06-20 10:07:17,Verified,494 Moderate,494.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,business,"0,1",U
287,18,25,0,,,,,,,,,,3000,2.0,,,,,2.0,,,,,,,1.0,1.0,,,4.0,1995-08-13 07:00:00,8004.0,2017-07-12 17:29:27,0.0,2017-07-12 17:29:27,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
288,19,28,0,,,,,,,,1200,,1360,3.0,,,1.0,,2.0,,,,,,,,,2.0,,3.0,1995-08-13 07:00:00,8004.0,2013-05-29 07:00:00,1505.0,2017-07-12 17:23:04,Verified,099 Very Low,99.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,12",U
290,21,22,0,"5005,49",4.0,1.0,2.0,"5012,09",,"1641,1",,"4646,59",1300,9.0,,3.0,,3.0,2.0,,,,,,,,,3.0,1.0,1.0,1998-04-28 20:00:00,7015.0,2017-07-13 09:27:18,0.0,2017-07-13 09:27:17,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
291,4,20,0,2100,2.0,1.0,1.0,"2221,98",,1100,,1500,400,4.0,,2.0,,1.0,1.0,,,,,,,,,4.0,2.0,5.0,1995-08-13 07:00:00,8005.0,2017-03-04 00:47:01,130.0,2017-03-04 00:47:02,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,37",U
292,7,20,0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,1998-04-28 20:00:00,7015.0,2017-07-13 09:45:12,0.0,2017-07-13 09:45:12,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,37",U
293,9,27,0,500,1.0,,,500,,500,,,1700,3.0,,1.0,,,2.0,,,,,,,,2.0,1.0,2.0,2.0,1994-08-18 07:00:00,8365.0,2016-11-15 07:00:00,239.0,2017-02-09 17:34:13,Verified,238 Low,238.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
294,9,29,1,,,,,,,,2200,,,2.0,,,2.0,,,6.0,7.0,27.0,3.0,3.0,5.0,,1.0,,,,1999-12-23 19:00:00,6411.0,2017-07-13 12:23:28,0.0,2017-07-13 12:23:26,ValidDomain,500 Moderate,500.0,4.0,29.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,14",U
295,10,26,0,"4560,83",2.0,1.0,1.0,"3420,83",,3600,,"2460,83",2219,6.0,,2.0,,1.0,3.0,,,,,,,,,4.0,1.0,7.0,1999-12-22 19:00:00,6412.0,2017-07-13 09:08:35,0.0,2017-07-13 09:08:34,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,15",U
296,13,27,0,,,,,,,,30540,,,22.0,,,22.0,,,,,1.0,,,1.0,,,,,,1998-04-28 20:00:00,7015.0,2017-07-13 12:05:41,0.0,2017-07-13 12:05:41,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
297,14,25,1,200,1.0,1.0,,"249,08",300,300,13390,,,15.0,1.0,2.0,12.0,,,,,,,,,,,4.0,,,1999-09-13 07:00:00,6513.0,2017-07-13 12:25:41,0.0,2017-07-13 12:25:39,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
298,15,24,1,2000,1.0,1.0,,"2024,1",,2000,2600,,,6.0,,1.0,5.0,,,,1.0,,,1.0,,1.0,14.0,6.0,7.0,6.0,1998-10-31 07:00:00,6830.0,2016-11-18 16:41:41,236.0,2017-02-23 17:57:09,ValidDomain,289 Low,289.0,4.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Not Sure,Yes,Low,4.0,510.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
299,15,24,1,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,2.0,3.0,,15.0,1996-06-22 08:00:00,7691.0,2016-11-06 07:00:00,249.0,2017-02-20 11:52:57,Verified,287 Low,287.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
300,16,42,0,,,,,,400,,12550,,,18.0,2.0,,16.0,,,,,,,,,1.0,4.0,1.0,,1.0,1995-08-13 07:00:00,8005.0,2016-10-23 07:00:00,263.0,2017-07-13 15:08:20,Verified,234 Low,234.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,15",U
301,19,26,0,,,,,,1300,,800,,1000,3.0,1.0,,1.0,,1.0,,,,,,,,3.0,2.0,,3.0,1995-08-13 07:00:00,8006.0,2017-07-14 07:15:46,0.0,2017-07-14 07:15:45,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
302,21,33,1,2000,1.0,,,1715,4500,"1282,2",3238,"566,13","4986,28",20.0,7.0,1.0,8.0,1.0,3.0,1.0,,3.0,1.0,,2.0,,6.0,1.0,1.0,7.0,1998-04-28 20:00:00,7016.0,2017-07-14 05:16:10,0.0,2017-07-14 05:16:10,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
304,8,22,0,1100,2.0,,1.0,"1106,4",,800,,800,,3.0,,1.0,,1.0,,,2.0,,,1.0,,3.0,,,,,1998-04-28 20:00:00,7016.0,2017-07-14 12:45:07,0.0,2017-07-14 12:45:07,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
305,11,31,0,7400,1.0,,1.0,"7446,3",1000,4600,,7400,2050,5.0,1.0,1.0,,1.0,2.0,,,,,,,2.0,5.0,,,,1999-12-22 19:00:00,6413.0,2016-11-17 07:00:00,238.0,2017-02-09 17:38:49,Verified,288 Low,288.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,24",U
306,12,40,0,2500,1.0,1.0,,2500,,2500,,,,1.0,,1.0,,,,,,,,,,,,,,,1995-08-13 07:00:00,8006.0,2017-07-14 10:41:48,0.0,2017-07-14 10:41:48,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
307,14,36,0,,,,,,,500,,,,1.0,,1.0,,,,,1.0,1.0,,1.0,1.0,,,2.0,,2.0,1995-08-13 07:00:00,8006.0,2017-04-12 13:12:13,92.0,2017-04-12 13:12:14,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
308,15,26,0,"2936,38",1.0,1.0,,"2814,07",,"2936,38",,,600,5.0,,1.0,,,4.0,,1.0,,,1.0,,,,1.0,,7.0,1995-08-13 07:00:00,8009.0,2017-07-17 09:46:45,0.0,2017-07-17 09:46:44,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
309,15,38,0,,,,,,4720,,3800,,480,7.0,2.0,,4.0,,1.0,,1.0,6.0,,1.0,2.0,,1.0,1.0,,1.0,1995-08-13 07:00:00,8006.0,2014-03-25 14:42:43,1206.0,2016-06-06 10:49:07,Verified,050 Very Low,50.0,2.0,11.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",Y
310,5,29,0,"1913,8",3.0,2.0,,"1700,2",,"3873,95",3100,,4150,12.0,,5.0,3.0,,3.0,,,,,,,,,5.0,2.0,3.0,1995-08-13 07:00:00,8007.0,2017-07-15 09:52:32,0.0,2017-07-15 09:52:32,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
311,9,24,0,,,,,,,500,400,,100,3.0,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,3.0,1995-08-13 07:00:00,8007.0,2017-07-15 07:48:28,0.0,2017-07-15 07:48:28,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
312,10,21,0,800,1.0,1.0,,800,,800,,,,1.0,,1.0,,,,,,,,,,2.0,,,1.0,,1995-08-13 07:00:00,8007.0,2017-07-14 14:28:53,0.0,2017-07-14 14:28:53,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
313,10,37,0,,,,,,,,2800,,,2.0,,,2.0,,,,,,,,,,,4.0,,2.0,1999-09-13 07:00:00,6517.0,2017-07-17 05:34:57,0.0,2017-07-17 05:34:55,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
314,16,21,1,800,1.0,,1.0,800,,,,800,,1.0,,,,1.0,,,,,,,,1.0,,,4.0,,1995-08-13 07:00:00,8007.0,2017-07-06 12:21:32,8.0,2017-07-06 12:21:31,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
315,16,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1995-08-13 07:00:00,8007.0,2017-07-15 15:08:45,0.0,2017-07-15 15:08:45,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
316,18,42,1,,,,,,,,,,,,,,,,,25.0,3.0,5.0,2.0,1.0,2.0,4.0,,,,,1995-08-13 07:00:00,8007.0,2017-07-15 17:10:28,0.0,2017-07-15 17:10:27,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
317,19,25,0,,,,,,,,1979,,747,17.0,,,14.0,,3.0,,,,,,,1.0,,1.0,,4.0,1999-12-22 19:00:00,6414.0,2017-07-06 17:31:30,8.0,2017-07-06 17:31:29,Verified,497 Moderate,497.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
318,10,20,1,800,1.0,,,800,,,,,,1.0,,,,,,,,,,,,,,,,,1999-12-22 19:00:00,6415.0,2017-07-12 15:12:26,3.0,2017-07-12 15:12:26,Verified,499 Moderate,499.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
319,14,26,0,,,,,,,,23200,,,16.0,,,16.0,,,5.0,4.0,5.0,2.0,1.0,2.0,,1.0,,,,1995-08-13 07:00:00,8008.0,2017-07-16 12:33:01,0.0,2017-07-16 12:33:01,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,13",U
320,15,24,0,700,2.0,,2.0,710,,,,700,,2.0,,,,2.0,,,,,,,,1.0,,,4.0,,1998-04-28 20:00:00,7018.0,2017-07-08 11:05:25,7.0,2017-07-08 11:05:24,Verified,498 Moderate,498.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
321,8,63,0,,,,,,500,,6250,,1000,9.0,1.0,,7.0,,1.0,1.0,2.0,3.0,1.0,1.0,2.0,,1.0,2.0,,2.0,1998-04-28 20:00:00,7019.0,2017-07-17 06:48:04,0.0,2017-07-17 06:48:04,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
322,9,25,0,,,,,,12700,,,,8250,16.0,12.0,,,,4.0,,3.0,1.0,,1.0,1.0,,13.0,6.0,2.0,19.0,1998-04-28 20:00:00,7019.0,2017-02-24 12:52:01,142.0,2017-02-24 12:52:01,Verified,461 Moderate,461.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
323,9,24,0,,,,,,,1200,300,,,2.0,,1.0,1.0,,,,,,,,,,,1.0,,,1995-08-13 07:00:00,8009.0,2012-06-18 18:16:30,1854.0,2015-10-14 08:17:24,Verified,094 Very Low,94.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",N
324,10,27,0,3100,2.0,,2.0,"2707,3",2600,1100,,3100,4750,9.0,2.0,2.0,,2.0,3.0,,,,,,,,,,1.0,1.0,1998-04-28 20:00:00,7019.0,2017-07-17 12:58:00,0.0,2017-07-17 12:57:59,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
325,13,70,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,5.0,,1998-04-28 20:00:00,7019.0,2017-06-28 13:03:30,18.0,2017-06-28 13:03:30,Verified,495 Moderate,495.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
326,13,34,0,1000,1.0,1.0,,1000,,1000,2900,,750,4.0,,1.0,2.0,,1.0,,,,,,,,,1.0,,1.0,1995-08-13 07:00:00,8009.0,2009-04-17 16:41:38,3012.0,2017-07-17 11:14:21,Verified,079 Very Low,79.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
327,14,28,0,3000,1.0,1.0,,"3022,8",,4000,,,,2.0,,2.0,,,,18.0,8.0,21.0,2.0,2.0,1.0,,,,,1.0,2000-04-03 20:00:00,6313.0,2017-07-17 12:58:03,0.0,2017-07-17 12:58:03,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
328,17,35,0,,,,,,,,2300,,,2.0,,,2.0,,,3.0,10.0,12.0,1.0,2.0,2.0,,1.0,,,,1996-06-22 08:00:00,7695.0,2016-09-09 11:33:30,311.0,2016-09-09 11:33:30,Verified,276 Low,276.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
329,19,26,0,,,,,,500,,,,1800,2.0,1.0,,,,1.0,1.0,,,1.0,,,,3.0,4.0,4.0,3.0,1995-08-13 07:00:00,8009.0,2010-09-22 07:00:00,2490.0,2017-07-17 17:57:44,Verified,086 Very Low,86.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
330,20,20,0,1160,2.0,1.0,1.0,1170,,800,,360,,2.0,,1.0,,1.0,,1.0,4.0,3.0,1.0,3.0,3.0,2.0,,,1.0,,1996-06-22 08:00:00,7694.0,2017-07-17 18:37:39,0.0,2017-07-17 18:37:39,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
331,8,21,0,,,,,,,,,,2400,4.0,,,,,4.0,,,,,,,,,,,9.0,,,2017-07-18 07:12:16,0.0,2017-07-18 07:12:15,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
332,9,39,0,,,,,,1550,,1200,,,3.0,2.0,,1.0,,,,2.0,,,1.0,,,3.0,,,,1995-08-13 07:00:00,8010.0,2011-05-10 07:00:00,2261.0,2017-07-18 07:38:22,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
333,11,28,0,6900,3.0,2.0,,"6932,67",,3000,,,3000,4.0,,2.0,,,1.0,,,,,,,1.0,,3.0,2.0,1.0,1995-08-13 07:00:00,8010.0,2017-07-18 09:58:43,0.0,2017-07-18 09:58:43,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
334,11,23,1,"754,51",1.0,,1.0,"754,51",,,300,"1054,51",,3.0,,,1.0,2.0,,,,,,,,,,,3.0,,1998-04-28 20:00:00,7020.0,2017-07-18 13:16:47,0.0,2017-07-18 06:26:43,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
335,12,60,0,1000,1.0,,1.0,1078,"9298,5",1000,27950,1000,"7598,25",23.0,3.0,1.0,15.0,1.0,3.0,,,1.0,,,1.0,,6.0,6.0,2.0,3.0,1998-04-28 20:00:00,7020.0,2017-07-18 15:13:19,0.0,2017-07-18 15:13:19,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
336,13,23,1,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,1996-06-22 08:00:00,7695.0,2017-07-18 13:48:43,0.0,2017-07-18 13:48:43,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
337,14,43,1,,,,,,,,,,,,,,,,,2.0,,3.0,2.0,,3.0,1.0,,,,,1999-10-07 20:00:00,6493.0,2017-07-18 13:12:44,0.0,2017-07-18 13:12:44,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,business,"0,1",U
338,15,28,1,,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,1.0,1.0,,,3.0,,1995-08-13 07:00:00,8010.0,2017-07-17 16:57:38,0.0,2017-07-17 16:57:38,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,17",U
339,7,41,0,100,1.0,,1.0,"100,8",,,8000,100,,11.0,,,10.0,1.0,,2.0,,3.0,1.0,,2.0,3.0,1.0,,,,1995-08-13 07:00:00,8011.0,2017-01-13 06:12:39,187.0,2017-07-19 06:12:37,Verified,247 Low,247.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
340,9,28,1,1400,1.0,,1.0,1410,"4201,5",,3400,1400,2500,14.0,6.0,,5.0,1.0,2.0,,,,,,,1.0,5.0,,,4.0,1995-08-13 07:00:00,8011.0,2017-07-19 08:00:27,0.0,2017-07-19 08:00:27,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
341,11,37,1,"1892,15",2.0,1.0,,"1759,35",,"892,15",,,1000,2.0,,1.0,,,1.0,3.0,13.0,2.0,2.0,3.0,2.0,,,7.0,,7.0,1998-04-28 20:00:00,7021.0,2017-07-19 10:17:02,0.0,2017-07-19 10:17:02,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
342,12,20,0,2000,1.0,,1.0,"2016,4",,2600,,2000,2300,6.0,,2.0,,1.0,3.0,,,,,,,,,,,2.0,1995-08-13 07:00:00,8011.0,2017-07-19 11:27:24,0.0,2017-07-19 11:27:24,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
